房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
房源编号：BJ2566606964138450944,北京,西城,六铺炕,六铺炕二区,15㎡,合租,南卧,3990,季付价,3居,室 ,15,随时入住,1年,随时可看,5,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2549081322589265920,北京,房山,良乡,花园巷小区,72㎡,整租,南/北,2500,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566773146934329344,北京,大兴,旧宫,清欣园甲区,9㎡,合租,北卧,1990,季付价,3居,室 ,9㎡,随时入住,1年,随时可看,5,12层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2544053485696196608,北京,朝阳,东坝,朝阳新城二区,63㎡,整租,西,4500,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2566772996047896576,北京,大兴,枣园,丽园B区,15㎡,合租,南卧,2260,季付价,5居,室 ,15,随时入住,1年,随时可看,9,10层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2544208144003760128,北京,房山,长阳,碧桂园小区二区,69㎡,整租,南/北,2500,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2544823473574772736,北京,大兴,南中轴机场商务区,首地浣溪谷,94㎡,整租,南/北,2800,NULL,3室,1厅,1卫,2020-07-24,1年以内,需提前预约,低楼层,6层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2552249415658651648,北京,顺义,李桥,馨港庄园三区,66㎡,整租,南,2500,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2557008450656157696,北京,顺义,顺义城,石园东区,60㎡,整租,东/西,2200,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2557161566064099328,北京,朝阳,双桥,双桥六号井,60㎡,整租,南/北,3700,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566773088792346624,北京,大兴,枣园,丽园B区,9㎡,合租,北卧,2030,季付价,3居,室 ,9㎡,随时入住,1年,随时可看,11,11层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2557219352869085184,北京,朝阳,双桥,双桥五号井,84㎡,整租,东/西,4300,季付价,2室,1厅,1卫,2020-08-04,3年以上,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566608067055583232,北京,海淀,西山,门头馨园,25㎡,合租,南卧,2430,季付价,3居,室 ,25,随时入住,1~2年,随时可看,5,7层,无,租用车位,民水,民电,有,自采暖
房源编号：BJ2557311879928356864,北京,丰台,青塔,春园,59㎡,整租,东南,4000,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2557835248108830720,北京,亦庄开发区,亦庄开发区其它,泰河园三里,56㎡,整租,南/北,3100,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,5层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2557892215581966336,北京,顺义,顺义其它,下坡屯家园一区,78㎡,整租,南,2500,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,11层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2557003159482671104,北京,顺义,顺义城,仓上小区,60㎡,整租,南/北,2800,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2557816039563853824,北京,丰台,青塔,张仪村4号院,61㎡,整租,东南,3600,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2553730018065268736,北京,顺义,顺义城,石园北区,77㎡,整租,南/北,2800,季付价,1室,2厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2554414439382122496,北京,亦庄开发区,亦庄开发区其它,南海雅苑北区,61㎡,整租,南,3000,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,22层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2566615836232261632,北京,海淀,西山,门头馨园,25㎡,合租,南卧,2360,季付价,4居,室 ,25,随时入住,1~2年,随时可看,4,6层,无,租用车位,民水,民电,有,自采暖
房源编号：BJ2554962223571410944,北京,顺义,马坡,顺兴街17号院,61㎡,整租,南,2300,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,28层,有,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566047103700967424,北京,海淀,定慧寺,阜成路甲52号院,10㎡,合租,南卧,4390,季付价,3居,室 ,10,随时入住,1年,随时可看,15,18层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2554878963071852544,北京,朝阳,东坝,高杨树北里,71㎡,整租,南,4300,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566632621794926592,北京,朝阳,奥林匹克公园,拂林园,30㎡,合租,南卧,2600,季付价,4居,室 ,30,随时入住,1年以上,随时可看,30,30层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2554960445756940288,北京,朝阳,双桥,广播大院,57㎡,整租,南/北,3600,NULL,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,无,集中供暖
房源编号：BJ2566632622952284160,北京,朝阳,奥林匹克公园,拂林园,30㎡,合租,北卧,2600,季付价,4居,室 ,30,随时入住,1年以上,随时可看,30,30层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2566637287773847552,北京,海淀,二里庄,二里庄小区,22㎡,合租,南卧,3200,季付价,4居,室 ,22,随时入住,1~3个月,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2566621170178990080,北京,海淀,二里庄,二里庄小区,25㎡,合租,南卧,3300,季付价,3居,室 ,25,随时入住,11~12个月,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2524543384874385408,北京,昌平,西关环岛,郝庄家园东区,71㎡,整租,南/北,2600,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566757588683464704,北京,石景山,鲁谷,五芳园,9㎡,合租,东卧,2130,季付价,3居,室 ,9㎡,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2510829367408459776,北京,顺义,马坡,佳和宜园,91㎡,整租,南,3000,季付价,3室,1厅,1卫,随时入住,3年以上,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566757566638473216,北京,石景山,鲁谷,五芳园,14㎡,合租,西卧,2390,季付价,2居,室 ,14,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2540352416327942144,北京,门头沟,滨河西区,月季园东里,57㎡,整租,东/西,2500,半年付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566832455633862656,北京,西城,月坛,三里河一区E区,8㎡,合租,西卧,3260,季付价,3居,室 ,8㎡,随时入住,1年,随时可看,7,11层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2531963944776499200,北京,朝阳,百子湾,方家村,58㎡,整租,南/北,4500,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2549921519568691200,北京,朝阳,十里河,周庄嘉园6号院,56㎡,整租,南,4500,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,25层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2552696455375110144,北京,顺义,顺义城,港馨家园东区,75㎡,整租,南/北,2500,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2525258033123303424,北京,朝阳,东坝,金隅景和园,60㎡,整租,南,4200,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,21层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2546980312802664448,北京,亦庄开发区,马驹桥,莲水怡园,87㎡,整租,南/北,3900,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566726766823743488,北京,石景山,鲁谷,永乐东区,13㎡,合租,北卧,2530,季付价,3居,室 ,13,随时入住,1年,随时可看,4,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2537723294510227456,北京,亦庄开发区,马驹桥,一世情园,62㎡,整租,西北,3200,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2566727991913103360,北京,房山,长阳,长阳半岛4号院,6㎡,合租,北卧,1730,季付价,3居,室 ,6㎡,随时入住,1年,随时可看,7,9层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2554161052116066304,北京,大兴,枣园,兴城丽源,55㎡,整租,南,3000,季付价,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,13层,有,免费使用,民水,民电,有,集中供暖
房源编号：BJ2560155323684102144,北京,大兴,大兴新机场,御园E区,57㎡,整租,南,2300,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,高楼层,12层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2549356894460854272,北京,朝阳,东坝,康静里,61㎡,整租,东/西,3500,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2549229249089241088,北京,亦庄开发区,马驹桥,一世情园,62㎡,整租,北,3300,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2511518562809036800,北京,海淀,西三旗,常秀家园,62㎡,整租,南/北,3200,NULL,2室,1厅,1卫,随时入住,2年以内,需提前预约,地下室,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2549956063588270080,北京,石景山,石景山其它,金隅滨和园7号院,58㎡,整租,南,3200,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,31层,无,免费使用,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2555138356522516480,北京,朝阳,百子湾,观音景园二期,58㎡,整租,南,4100,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,自采暖
房源编号：BJ2566863382158786560,北京,昌平,回龙观,新龙城,11㎡,合租,北卧,2690,季付价,3居,室 ,11,随时入住,1年,随时可看,14,20层,有,租用车位,民水,民电,有,自采暖
房源编号：BJ2523886783603671040,北京,朝阳,东坝,富东嘉园,91㎡,整租,南/北,4300,季付价,2室,1厅,1卫,随时入住,2年以内,只能周末看房,高楼层,6层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2566648005453152256,北京,朝阳,惠新西街,胜古家园,20㎡,合租,南卧,2600,季付价,4居,室 ,20,随时入住,1年,随时可看,10,14层,有,暂无数据,民水,民电,有,暂无数据
房源编号：BJ2431856137533136896,北京,朝阳,朝阳其它,海棠公社,54㎡,整租,西,3200,半年付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,20层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2566627129270222848,北京,朝阳,惠新西街,胜古家园,25㎡,合租,北卧,2700,季付价,3居,室 ,25,随时入住,11~12个月,随时可看,7,16层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2556448883383205888,北京,顺义,顺义城,滨河小区,60㎡,整租,南/北,2500,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566625384699535360,北京,朝阳,惠新西街,胜古家园,16㎡,合租,南卧,2888,季付价,3居,室 ,16,随时入住,11~12个月,随时可看,7,16层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2566669810021187584,北京,朝阳,惠新西街,胜古家园,14㎡,合租,南卧,2600,季付价,3居,室 ,14,随时入住,6~12个月,需提前预约,4,14层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2566681674691641344,北京,东城,和平里,和平里七区,10㎡,合租,西卧,3360,季付价,3居,室 ,10,随时入住,1年,随时可看,1,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2544290265842327552,北京,朝阳,百子湾,观音惠园,57㎡,整租,南,4300,月付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,自采暖
房源编号：BJ2563862438369820672,北京,昌平,南邵,拓然家苑,14㎡,合租,北卧,1860,季付价,3居,室 ,14,随时入住,1年,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2555138356522516480,北京,朝阳,百子湾,观音景园二期,58㎡,整租,南,4100,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,自采暖
房源编号：BJ2565095855300820992,北京,丰台,马家堡,星河城西区,10㎡,合租,西卧,3160,季付价,3居,室 ,10,随时入住,1年,随时可看,4,11层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2553426490847412224,北京,大兴,南中轴机场商务区,蓝桥驿苑,55㎡,整租,南,2200,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,13层,有,租用车位,民水,民电,有,自采暖
房源编号：BJ2565747004479381504,北京,朝阳,亚运村,安苑北里,20㎡,合租,南卧,2800,季付价,2居,室 ,20,随时入住,1年,需提前预约,20,25层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2502176897958412288,北京,大兴,大兴新机场,龙熙公馆,70㎡,整租,南,2800,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,12层,无,租用车位,商水,商电,有,集中供暖
房源编号：BJ2531963944776499200,北京,朝阳,百子湾,方家村,58㎡,整租,南/北,4500,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2537723294510227456,北京,亦庄开发区,马驹桥,一世情园,62㎡,整租,西北,3200,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2559413983220342784,北京,顺义,马坡,佳和宜园,75㎡,整租,南,2800,季付价,2室,2厅,1卫,随时入住,3年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2523245505191092224,北京,大兴,观音寺,辛店小区,59㎡,整租,南/北,2200,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,无,免费使用,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2566642429973504000,北京,朝阳,望京,花家地西里二区,15㎡,合租,北卧,2700,季付价,4居,室 ,15,随时入住,1年,随时可看,1,6层,无,暂无数据,民水,民电,有,暂无数据
房源编号：BJ2517423281850548224,北京,石景山,苹果园,广宁村,60㎡,整租,南,2900,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566803479041679360,北京,丰台,刘家窑,同仁园,12㎡,合租,北卧,2830,季付价,3居,室 ,12,随时入住,1年,随时可看,2,7层,无,租用车位,民水,民电,有,集中供暖
