城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼高,电梯,车位,用水,用电,燃气,供暖
3,1,64,1073,86,1,2,1300,0,3,1,1,2,0,2,2,18,1,0,0,0,0,0
3,12,34,1479,93,1,2,2800,0,2,2,1,2,0,5,1,6,1,0,1,1,1,0
3,8,6,588,20,1,2,2600,3,3,1,2,2,12,3,1,31,2,0,0,0,0,2
3,2,113,1564,16,1,2,1050,3,3,1,1,2,12,3,3,18,1,1,0,0,0,0
3,11,71,27,42,1,2,3500,0,1,1,1,1,0,2,2,6,1,0,1,1,1,0
3,11,24,161,42,1,2,4200,0,1,1,1,1,0,2,3,6,1,0,1,1,1,0
3,1,64,865,95,1,2,3800,1,2,2,2,2,24,2,1,5,1,0,1,1,2,2
3,12,35,711,56,1,2,2400,0,2,1,1,1,0,2,2,6,1,0,1,1,1,0
3,1,125,1195,98,1,2,3700,0,2,2,1,2,0,2,2,12,2,0,1,1,1,0
3,13,22,808,13,1,4,2980,1,3,1,1,2,12,2,1,18,0,0,0,0,0,0
3,15,13,1311,47,1,2,8000,1,1,1,1,2,36,2,3,6,1,0,1,1,1,0
3,7,61,364,59,1,2,4200,1,1,1,1,2,12,2,3,28,2,0,1,1,2,0
3,17,69,1336,17,1,2,1460,1,3,1,1,2,12,3,1,16,2,0,1,1,2,0
3,1,64,858,56,1,0,1700,0,1,0,1,2,0,0,2,19,1,0,2,2,1,0
3,17,69,1336,11,1,2,1360,1,3,1,1,2,12,3,2,16,2,0,1,1,2,0
3,8,83,1146,75,1,2,5500,1,3,1,1,2,12,2,2,24,2,0,1,1,1,0
3,2,116,496,47,1,2,2200,1,1,1,1,2,12,5,3,5,1,0,1,1,1,0
3,6,146,661,35,1,2,1800,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,11,102,1147,93,1,2,4500,1,3,1,1,2,12,2,3,6,1,0,1,1,1,0
3,2,55,1211,25,1,2,2300,0,1,0,1,2,0,2,1,13,2,0,1,1,1,0
3,15,76,543,16,1,2,5000,3,4,2,2,2,12,3,3,23,1,0,2,2,1,0
3,7,61,1064,43,1,2,4200,0,1,1,1,1,0,2,2,6,1,0,1,1,1,0
3,10,151,418,15,1,4,1600,3,3,2,1,2,12,3,1,6,1,0,1,1,1,0
3,2,55,1211,25,1,4,2100,0,1,0,1,2,0,2,1,13,2,0,1,1,1,0
3,1,134,66,44,1,2,2800,1,1,1,1,2,12,5,2,6,1,0,1,1,2,0
3,1,138,1369,11,1,4,1300,3,3,1,1,2,12,3,1,17,2,2,2,2,1,2
3,1,2,1030,16,1,2,1400,1,3,0,2,2,24,3,2,11,2,2,1,1,2,0
3,1,64,338,52,1,2,1900,0,2,1,2,2,12,2,2,18,1,0,1,1,1,0
3,11,58,1179,15,1,2,3000,3,4,1,2,2,12,3,2,34,2,0,1,1,1,0
3,7,124,753,12,1,2,2660,3,3,1,1,2,12,3,1,20,2,2,1,1,2,0
3,1,154,201,118,1,2,1000,0,3,2,2,2,0,2,2,18,1,0,1,1,1,0
3,2,89,964,11,1,2,1400,3,5,1,2,2,12,3,3,13,2,2,1,1,1,2
3,1,111,299,67,1,2,3500,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,16,1172,84,1,2,2400,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,15,13,1082,64,1,2,9500,1,1,1,1,2,12,2,2,30,2,0,1,1,1,0
3,15,13,1506,57,1,2,9500,1,1,1,1,2,36,2,2,38,2,0,1,1,1,2
3,15,112,1483,42,1,8,6800,5,1,1,1,2,24,3,3,22,2,0,1,1,2,0
3,8,6,1216,11,1,1,3230,1,3,1,1,2,12,3,3,6,1,0,1,1,2,0
3,10,65,269,90,1,2,2000,0,3,1,1,2,0,4,1,20,1,0,0,0,0,0
3,15,13,532,40,1,2,7700,0,1,1,1,2,24,2,3,6,1,0,1,1,1,0
3,1,64,1017,100,1,5,2300,0,3,2,1,2,0,2,1,14,2,0,1,1,2,2
3,8,6,670,31,1,2,5600,1,1,1,1,2,24,2,1,7,1,0,1,1,1,0
3,11,66,119,14,1,2,2490,1,3,1,2,2,12,3,1,24,2,0,1,1,2,0
3,1,64,858,56,1,2,2000,0,1,1,1,2,0,2,3,17,1,0,2,2,1,0
3,2,55,1211,30,1,2,2600,0,1,0,1,2,0,2,1,13,2,0,1,1,1,0
3,16,97,239,40,1,6,6500,3,1,1,1,2,12,2,2,7,1,2,1,1,2,1
3,15,112,490,12,1,4,3000,3,4,2,2,2,12,3,2,18,2,0,1,1,2,0
3,1,2,315,45,1,2,3700,0,1,1,1,2,0,5,3,6,1,0,1,1,2,2
3,1,64,524,77,1,2,2300,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,72,215,50,1,2,2600,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,11,24,228,15,1,2,2700,3,2,1,1,2,12,3,2,6,1,0,1,1,1,0
3,1,16,1573,108,1,2,2500,0,3,2,2,2,12,2,2,18,2,0,1,1,1,0
3,10,48,986,9,1,4,1430,1,3,1,1,2,12,3,2,14,2,2,1,1,2,0
3,7,61,1364,42,1,2,4000,0,2,0,1,2,0,2,3,6,1,0,1,1,2,2
3,3,106,583,34,1,2,3500,0,1,0,1,2,0,2,2,5,1,0,1,1,2,0
3,1,64,598,55,1,2,2300,0,1,1,1,2,0,5,3,5,1,0,1,1,2,2
3,11,30,330,24,1,2,2700,3,4,1,1,2,12,3,3,6,1,2,1,1,1,0
3,10,93,534,15,1,4,1600,1,3,1,2,2,12,3,2,6,0,0,0,0,0,0
3,16,97,1270,62,1,1,10000,1,2,1,1,2,12,2,3,27,2,0,1,1,1,2
3,12,34,851,108,1,2,2300,0,3,2,2,2,0,2,1,11,1,0,1,1,1,0
3,1,79,1068,33,1,2,2900,0,1,1,1,2,0,2,1,5,1,0,1,1,1,0
3,16,43,1484,65,1,2,9800,5,1,1,1,2,36,2,2,3,1,0,1,1,1,0
3,1,2,554,20,1,2,2300,5,4,1,2,2,12,3,3,7,1,0,1,1,2,0
3,1,125,482,54,1,2,3500,0,1,1,1,2,0,2,2,5,1,0,1,1,2,2
3,8,99,1207,65,1,2,5200,1,2,1,1,2,24,2,3,6,1,0,1,1,1,0
3,1,82,1301,16,1,2,1700,3,4,1,3,2,12,3,1,12,0,2,0,0,0,0
3,15,13,1059,60,1,2,6700,1,1,1,1,2,12,3,2,6,1,0,1,1,1,0
3,8,83,358,95,1,2,6000,0,3,1,2,2,0,2,2,6,1,0,1,1,1,0
3,11,102,445,55,1,2,3800,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,2,46,1015,59,1,2,2500,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,12,922,49,1,2,2500,0,1,0,0,2,0,2,2,9,2,0,2,2,0,0
3,8,56,1555,11,1,2,2790,1,3,1,1,2,12,3,2,6,1,0,1,1,2,0
3,14,163,1545,59,1,2,3200,0,1,1,1,2,0,2,2,33,1,0,0,0,0,0
3,7,124,757,120,1,2,4000,0,1,1,1,2,0,2,2,17,2,0,1,1,2,2
3,11,71,1071,12,1,4,2200,1,4,1,2,2,12,3,2,18,2,2,1,1,2,0
3,1,64,858,57,1,2,2000,0,1,1,1,2,0,2,2,19,1,0,2,2,1,0
3,15,112,572,50,1,2,7850,1,2,0,1,2,12,2,3,25,2,0,1,1,2,0
3,11,71,1071,14,1,2,2200,1,4,1,2,2,12,3,2,18,2,2,1,1,2,0
3,17,63,361,15,1,4,1500,3,3,1,1,2,24,3,2,6,1,0,0,0,1,0
3,7,100,1026,36,1,2,4500,0,1,0,1,2,12,2,2,6,1,0,1,1,1,0
3,14,11,1111,38,1,2,4200,0,1,1,1,2,0,4,2,6,2,0,1,1,1,0
3,17,98,1086,9,1,2,1560,1,3,1,1,2,12,3,2,32,2,0,1,1,2,0
3,15,115,768,53,1,5,8800,1,2,1,2,2,36,2,2,7,1,0,1,1,1,0
3,8,6,160,41,1,2,5000,1,1,1,1,2,12,2,3,6,1,0,1,1,2,0
3,1,64,1112,91,1,2,3000,3,2,2,1,2,0,2,3,13,2,0,1,1,1,0
3,15,115,251,57,1,2,8300,1,1,1,1,2,36,2,1,31,2,0,1,1,2,2
3,1,2,1137,12,1,2,1600,3,3,0,3,2,12,3,2,6,1,2,1,1,2,0
3,1,88,944,71,1,2,3300,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,110,1443,75,1,2,2900,0,2,1,1,2,0,2,3,8,1,0,0,0,0,0
3,11,71,27,44,1,2,3900,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,11,21,663,10,1,1,2230,1,3,1,1,2,12,3,3,6,1,0,1,1,2,0
3,1,125,47,90,1,2,3800,0,2,2,1,2,0,2,3,6,1,0,1,1,1,0
3,8,31,1379,50,1,2,3500,1,1,1,1,2,12,3,2,6,1,0,1,1,1,0
3,1,72,1239,59,1,1,2800,1,1,1,1,2,12,2,2,28,1,0,2,2,1,0
3,1,72,896,70,1,2,3200,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,2,113,1434,18,1,2,1280,3,2,1,1,2,24,3,3,5,1,0,1,1,1,0
3,8,148,829,60,1,2,5500,0,2,2,1,1,0,2,2,6,1,0,1,1,2,0
3,8,83,1225,20,1,2,1800,1,4,1,1,2,12,3,3,6,1,0,1,1,1,0
3,8,129,916,59,1,6,5600,1,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,14,10,714,35,1,2,4300,0,1,0,1,2,0,4,1,6,1,0,1,1,1,0
3,1,121,48,40,1,2,3500,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,1,121,1162,56,1,2,3800,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,8,119,1072,64,1,2,6300,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,41,927,33,1,2,3400,0,1,0,1,1,0,4,2,6,1,0,1,1,1,0
3,1,134,1480,41,1,2,3000,1,1,1,1,2,12,2,1,6,1,0,1,1,1,0
3,17,98,64,10,1,4,1590,1,3,1,1,2,12,3,3,18,0,0,0,0,0,0
3,12,34,909,15,1,2,1150,1,4,2,2,2,24,3,2,21,1,0,1,1,1,0
3,17,69,984,10,1,2,1390,1,4,1,2,2,12,3,3,18,1,0,1,1,2,0
3,1,12,1281,68,1,2,3300,1,2,1,1,2,0,5,3,6,1,0,1,1,1,0
3,17,69,984,15,1,2,1490,3,3,1,1,2,24,3,1,18,1,2,1,1,2,0
3,1,121,1004,15,1,2,2100,1,3,0,2,2,12,3,2,18,0,2,0,0,0,2
3,8,6,488,45,1,2,6800,1,1,1,1,2,36,2,3,19,2,0,1,1,2,2
3,16,137,983,72,1,2,9000,2,1,2,1,2,24,3,2,21,2,0,2,2,1,0
3,1,25,961,78,1,2,3500,0,2,1,1,0,0,0,2,5,1,0,1,1,1,0
3,1,134,726,64,1,2,3500,1,3,1,1,1,12,2,3,6,1,0,1,1,1,0
3,2,103,529,18,1,4,1800,3,3,1,1,2,12,3,1,18,0,2,0,0,0,0
3,11,74,569,40,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,99,1205,43,1,1,4390,1,1,1,1,2,12,3,2,23,2,0,1,1,2,0
3,1,54,1586,34,1,2,3700,0,1,1,1,2,0,2,2,5,1,0,1,1,1,0
3,15,112,739,40,1,2,6000,3,1,1,1,2,36,3,3,6,1,2,1,1,2,0
3,1,64,746,83,1,2,2200,0,2,2,1,2,0,5,3,5,1,0,1,1,2,2
3,1,134,919,71,1,2,3800,1,2,2,1,1,12,2,3,6,1,0,1,1,1,0
3,1,136,992,38,1,2,3600,0,1,1,1,1,0,2,3,6,1,0,1,1,2,1
3,1,135,374,28,1,4,2300,3,1,1,1,2,12,3,2,10,2,2,2,2,1,2
3,6,67,603,43,1,2,1600,0,1,1,1,2,0,2,3,16,1,0,2,2,1,0
3,1,2,1156,22,1,2,2000,3,3,0,1,2,12,3,1,18,2,0,1,1,1,0
3,14,163,621,50,1,2,3800,0,1,1,1,2,0,2,3,6,1,0,1,1,2,2
3,1,2,953,32,1,2,2200,3,1,0,1,2,12,3,3,6,1,0,1,1,2,0
3,15,112,1565,148,1,2,9500,1,3,2,2,2,12,2,3,7,1,0,1,1,2,2
3,1,64,1046,93,1,2,2300,0,2,1,1,2,0,2,1,6,1,0,1,1,2,0
3,11,66,1320,79,1,2,3900,1,2,1,1,2,12,5,3,22,2,0,1,1,2,0
3,1,41,837,20,1,2,1620,3,3,0,1,2,12,3,2,6,0,0,0,0,0,0
3,1,64,1236,111,1,2,2000,0,3,2,1,2,0,2,3,6,1,0,1,1,1,0
3,1,138,1369,20,1,2,1800,1,3,1,1,2,12,3,1,15,2,2,2,2,1,2
3,15,115,174,62,1,2,7500,1,2,1,1,2,24,2,2,7,1,0,1,1,2,1
3,11,74,1572,39,1,2,3800,0,1,1,1,1,0,2,3,7,1,0,1,1,1,0
3,8,31,570,43,1,2,3200,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,72,546,78,1,2,3800,0,2,2,1,2,0,2,2,5,1,0,1,1,1,0
3,10,151,103,70,1,2,2100,0,2,1,1,2,0,2,2,18,2,0,1,1,1,0
3,8,6,888,9,1,2,2500,3,5,2,2,2,12,3,2,30,2,2,1,1,2,0
3,11,21,1400,16,1,2,2430,1,5,1,2,2,12,3,2,6,1,0,1,1,2,0
3,2,36,1362,23,1,2,1900,1,3,1,3,2,24,3,2,13,2,0,1,1,1,0
3,11,21,1400,57,1,2,3800,0,1,1,1,2,0,2,1,7,2,0,1,1,1,0
3,11,21,1400,17,1,2,2430,1,4,1,2,2,12,3,3,6,1,0,1,1,2,0
3,11,21,1400,8,1,4,2260,1,3,1,1,2,12,3,1,6,1,0,1,1,2,0
3,1,72,528,91,1,2,3200,1,2,2,1,1,24,2,3,18,2,0,1,1,2,2
3,1,133,903,66,1,2,3600,1,1,1,1,2,24,2,1,11,2,0,1,1,2,2
3,6,84,1169,62,1,2,1500,0,1,1,1,2,0,2,3,8,2,0,1,1,2,0
3,12,35,1240,50,1,6,2500,0,1,1,1,2,0,2,1,7,1,0,1,1,1,0
3,7,61,1248,30,1,2,3500,0,1,0,1,2,0,2,1,6,1,0,1,1,1,0
3,14,94,241,35,1,2,4200,0,1,1,1,2,0,2,3,6,1,0,1,1,2,0
3,15,112,513,67,1,2,8600,1,1,2,1,2,12,2,3,31,2,0,1,1,2,2
3,12,23,798,16,1,5,1650,3,1,0,1,2,12,3,2,3,0,0,0,0,0,0
3,2,113,1346,18,1,2,1300,3,2,2,1,2,24,3,1,12,1,2,1,1,1,2
3,11,30,877,34,1,2,3700,0,1,0,1,2,0,2,1,6,1,0,1,1,2,0
3,16,137,1332,55,1,1,8500,1,1,1,1,2,36,3,1,29,2,0,2,2,1,0
3,3,139,1550,35,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,2,0
3,15,76,4,53,1,8,7500,1,1,1,1,2,12,2,3,29,2,0,1,1,1,1
3,15,76,1261,79,1,2,7800,1,2,1,1,1,36,2,2,19,2,0,1,1,1,0
3,10,68,1101,46,1,2,2000,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,17,69,984,10,1,4,1190,3,3,1,1,2,24,3,1,18,1,2,1,1,2,0
3,17,69,984,17,1,2,1490,3,3,1,1,2,24,3,1,18,1,2,1,1,2,0
3,8,144,1422,72,1,2,7000,1,2,1,1,2,12,2,3,6,1,0,1,1,2,2
3,11,33,463,16,1,2,3500,0,1,0,1,2,0,2,2,5,1,0,1,1,2,0
3,11,74,226,38,1,2,3600,0,1,1,0,2,0,2,3,5,1,0,1,1,2,0
3,16,156,249,11,1,2,3560,1,3,1,1,2,12,3,1,16,1,0,1,1,2,0
3,17,63,1377,19,1,2,1500,3,1,1,1,2,36,3,2,6,1,1,1,1,1,1
3,1,64,667,90,1,2,2200,0,2,2,1,2,0,2,3,14,2,0,1,1,2,2
3,13,57,581,18,1,2,2850,1,3,1,1,2,24,3,3,6,1,0,1,1,1,0
3,8,129,188,71,1,2,6000,1,2,1,1,2,36,2,2,28,2,0,1,1,2,2
3,11,21,663,63,1,2,4500,1,1,1,1,2,12,2,3,6,1,0,1,1,1,0
3,1,133,1398,25,1,2,2300,3,3,1,1,2,12,3,2,8,0,2,0,0,0,2
3,15,76,543,10,1,2,3800,3,4,2,2,2,12,3,3,30,0,2,0,0,0,0
3,1,133,785,8,1,2,1550,3,3,1,1,2,12,3,3,14,0,0,0,0,0,0
3,15,13,1311,37,1,2,8200,1,1,0,1,2,24,2,2,6,1,0,1,1,1,0
3,12,35,92,113,1,2,3200,0,3,2,1,2,0,2,3,6,1,0,1,1,1,0
3,11,102,474,43,1,2,4000,0,1,1,1,1,0,2,2,6,1,0,1,1,1,0
3,16,9,539,62,1,2,10500,1,1,1,1,2,24,2,2,32,2,0,1,1,1,0
3,8,31,229,72,1,2,5300,1,2,1,1,2,24,4,3,6,1,0,0,0,2,2
3,2,113,993,9,1,2,1490,1,4,1,2,2,12,3,2,16,1,0,1,1,2,0
3,8,144,68,32,1,2,4800,0,1,1,1,2,0,5,3,6,1,0,1,1,2,0
3,8,119,1420,38,1,2,5800,1,1,1,1,1,24,2,2,5,1,0,1,1,1,0
3,11,58,1179,20,1,2,2400,3,4,1,2,2,12,3,3,34,2,0,1,1,1,0
3,1,133,785,8,1,3,1500,3,3,1,1,2,12,3,2,14,0,0,0,0,0,0
3,6,84,283,90,1,2,1200,0,3,2,1,2,0,2,3,16,1,0,1,1,1,0
3,1,12,1551,53,1,2,3500,1,1,1,1,1,12,5,2,6,1,0,1,1,1,0
3,1,72,72,70,1,2,3200,1,2,1,1,2,24,2,3,6,1,0,1,1,1,0
3,1,64,858,56,1,4,1800,0,1,1,1,2,0,2,2,17,1,0,2,2,1,0
3,10,48,736,12,1,2,1390,1,4,1,2,2,12,3,1,6,1,2,1,1,2,0
3,14,94,1117,36,1,2,3800,0,1,0,1,2,0,2,3,6,1,0,1,1,1,0
3,16,164,406,90,1,2,10000,1,3,2,1,1,12,5,3,6,1,0,1,1,1,0
3,8,6,1023,41,1,8,6300,1,1,1,1,2,12,2,3,18,2,0,1,1,2,2
3,8,31,818,32,1,2,4190,1,1,1,1,2,12,3,3,6,0,0,0,0,0,0
3,12,34,1436,55,1,2,2500,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,12,35,265,66,1,2,3300,0,3,1,1,2,0,5,3,6,1,0,1,1,2,0
3,17,63,294,15,1,2,1260,3,4,1,2,2,12,3,2,24,2,0,1,1,2,0
3,11,102,69,65,1,2,3800,1,1,1,1,2,12,2,1,14,2,0,1,1,2,0
3,15,112,513,58,1,6,8500,1,1,1,1,1,12,2,2,19,2,0,1,1,2,2
3,10,70,833,12,1,2,1010,3,4,0,2,2,12,3,2,11,2,2,1,1,1,0
3,11,24,286,32,1,2,3700,1,1,0,1,2,12,2,2,7,1,0,1,1,2,2
3,1,2,804,23,1,2,2000,5,4,0,4,2,12,3,2,15,2,0,1,1,1,0
3,12,23,798,23,1,3,1450,3,1,0,1,2,12,3,3,3,0,0,0,0,0,0
3,8,42,383,47,1,2,5000,1,1,1,1,2,12,2,3,5,1,0,1,1,1,0
3,17,63,220,8,1,2,1330,1,4,1,2,2,12,3,3,30,2,2,1,1,2,0
3,1,64,858,60,1,2,1800,0,1,1,1,2,0,2,2,19,1,0,2,2,1,0
3,1,125,1271,56,1,2,3200,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,42,349,42,1,2,5500,1,1,1,1,2,12,2,3,6,1,0,1,1,1,2
3,15,76,4,53,1,2,8000,1,1,1,1,2,24,2,3,29,2,0,1,1,1,1
3,16,132,489,40,1,6,9000,1,2,1,1,2,24,3,3,3,1,1,0,0,0,2
3,17,63,220,7,1,4,1430,1,4,1,2,2,12,3,2,30,2,2,1,1,2,0
3,1,54,821,37,1,2,3500,0,1,1,1,1,0,5,1,6,1,0,1,1,1,0
3,15,76,760,72,1,2,8500,1,2,1,1,2,12,2,2,25,2,0,1,1,2,0
3,8,6,888,8,1,2,2380,3,5,1,2,2,12,3,3,28,2,2,1,1,2,2
3,7,61,452,41,1,2,3700,0,1,0,1,1,0,2,3,6,1,0,1,1,1,0
3,16,164,102,103,1,2,11000,1,2,2,2,2,36,2,2,34,2,0,1,1,2,0
3,1,64,858,54,1,2,2200,0,1,1,1,2,0,2,1,17,1,0,2,2,1,0
3,11,71,253,58,1,2,4500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,10,48,911,22,1,2,1600,1,3,1,1,2,12,3,2,18,2,0,1,1,1,0
3,1,64,338,52,1,2,2300,0,2,1,2,2,0,2,1,18,1,0,1,1,1,0
3,12,155,115,75,1,2,3300,0,3,1,1,2,0,2,3,18,2,0,1,1,1,2
3,2,113,1564,16,1,2,1050,3,2,1,1,2,12,3,1,18,1,1,0,0,0,0
3,2,113,1564,30,1,2,1500,3,1,0,1,2,12,3,2,11,1,1,0,0,0,0
3,7,162,17,32,1,2,3300,0,1,1,1,2,0,2,3,6,1,0,1,1,2,0
3,2,36,309,15,1,6,1880,3,1,1,1,2,12,3,2,6,1,0,1,1,2,0
3,1,110,946,87,1,2,2700,0,3,2,1,2,0,2,1,15,1,0,1,1,1,0
3,14,153,1051,34,1,2,4100,1,1,1,1,2,0,2,2,6,1,0,1,1,2,0
3,7,61,1157,54,1,2,3200,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,64,625,91,1,2,2200,0,2,2,1,2,0,2,2,11,2,0,1,1,2,2
3,10,151,73,15,1,4,1100,3,4,1,2,2,12,3,2,11,2,0,1,1,1,2
3,8,83,734,67,1,2,4500,0,2,2,1,2,0,2,3,6,1,0,1,1,1,0
3,10,93,547,15,1,2,1400,3,4,1,2,2,12,3,2,11,2,2,1,1,2,0
3,12,123,1184,18,1,2,1200,5,4,2,2,2,24,3,1,11,1,0,0,0,0,0
3,10,93,547,15,1,2,1500,3,3,1,1,2,12,3,2,15,2,0,1,1,2,0
3,1,2,747,18,1,2,1400,1,3,0,2,2,24,3,2,17,2,2,1,1,1,0
3,6,95,699,92,1,2,1500,0,2,2,1,2,0,2,1,16,1,0,1,1,1,0
3,6,84,1223,38,1,2,1500,0,1,1,1,2,0,2,2,4,1,0,1,1,1,0
3,1,15,158,119,1,2,1500,0,3,2,2,2,0,2,1,6,1,0,1,1,1,0
3,1,64,1010,90,1,0,2200,0,3,1,1,0,0,0,2,17,1,0,1,1,2,2
3,15,112,1483,42,1,3,6800,3,1,1,1,2,36,3,3,22,2,0,1,1,2,2
3,2,96,873,20,1,4,1200,3,5,0,2,2,12,3,1,13,2,0,1,1,1,0
3,1,52,526,70,1,2,3100,0,2,2,1,2,0,2,1,11,2,0,1,1,1,0
3,8,99,1207,62,1,2,5200,1,2,1,1,2,12,2,3,6,1,0,1,1,1,0
3,1,2,313,21,1,2,2000,3,3,1,3,2,12,3,3,7,2,0,1,1,2,0
3,12,23,1100,20,1,2,1800,3,1,0,1,2,0,3,3,3,0,0,0,0,0,0
3,8,31,617,55,1,2,4300,0,1,1,1,2,0,2,2,20,2,0,1,1,1,0
3,8,6,869,40,1,2,4300,3,1,1,1,2,12,3,3,5,1,0,1,1,1,0
3,10,93,845,46,1,2,2200,0,1,0,1,2,0,2,2,11,2,0,1,1,1,0
3,1,82,767,25,1,4,1880,3,3,1,3,2,12,3,2,6,0,0,0,0,0,0
3,1,64,844,82,1,2,2000,0,2,2,1,2,0,2,1,18,2,0,1,1,1,2
3,1,64,844,78,1,2,1200,0,2,1,1,2,0,2,2,18,2,0,1,1,1,2
3,1,64,1221,100,1,2,1500,0,3,1,1,2,0,2,3,14,2,0,1,1,2,1
3,2,113,295,20,1,2,1700,3,3,1,2,2,12,3,2,14,2,0,1,1,1,0
3,7,61,584,53,1,2,4400,0,1,1,1,2,0,2,3,34,2,0,1,1,2,0
3,1,59,9,50,1,0,1300,0,1,0,1,0,0,0,2,11,2,0,2,2,1,0
3,13,150,574,10,1,2,2400,3,5,1,1,2,12,3,2,25,0,0,0,0,0,0
3,16,26,1521,36,1,2,6000,1,1,1,1,2,0,2,1,24,2,0,2,2,2,0
3,8,19,1341,18,1,2,2500,3,3,1,3,2,12,3,2,25,2,2,1,1,1,2
3,8,19,185,28,1,2,3100,3,3,1,1,2,12,3,2,6,1,0,1,1,2,0
3,16,26,268,97,1,2,11000,1,2,1,1,2,12,2,1,33,2,0,1,1,2,0
3,1,135,960,42,1,2,3800,0,1,1,1,1,0,2,3,5,1,0,1,1,1,0
3,1,64,744,115,1,0,1899,1,3,2,1,2,12,2,1,18,2,0,1,1,1,0
3,15,112,828,65,1,6,7000,1,1,1,1,2,12,2,3,29,2,0,1,1,2,2
3,8,99,111,32,1,2,4600,1,1,1,1,2,12,2,3,5,1,0,1,1,1,2
3,11,58,1179,25,1,2,3000,3,4,1,2,2,12,3,1,34,2,0,1,1,1,0
3,12,23,705,23,1,4,1600,3,1,0,1,2,12,3,3,3,1,0,2,2,1,0
3,8,144,541,30,1,2,4600,0,1,0,1,2,0,2,2,6,1,0,1,1,2,0
3,11,74,683,42,1,2,3500,0,1,1,1,1,0,2,1,6,1,0,1,1,2,2
3,8,56,1136,36,1,2,4200,0,1,1,1,2,0,2,2,6,1,0,1,1,2,2
3,8,19,1341,20,1,2,1900,3,3,1,3,2,12,3,2,23,2,2,1,1,2,2
3,13,57,314,13,1,2,3330,1,3,1,1,2,12,3,1,14,2,0,1,1,2,0
3,16,164,580,80,1,2,8500,4,2,2,1,2,36,2,3,6,1,0,1,1,1,0
3,2,113,1310,15,1,2,1010,3,4,1,1,2,12,3,2,11,2,2,1,1,1,1
3,1,2,313,16,1,2,1400,3,2,1,1,2,12,3,3,17,2,0,1,1,2,0
3,15,115,769,50,1,2,7000,1,2,0,1,2,12,2,3,7,1,0,1,1,1,2
3,12,35,92,100,1,2,3300,0,3,1,1,2,0,2,3,6,1,0,1,1,1,0
3,3,139,195,44,1,2,3400,0,1,1,1,1,0,2,2,6,1,0,1,1,1,0
3,1,64,1021,50,1,6,1800,0,1,1,1,2,0,2,3,12,2,0,2,2,1,0
3,6,67,279,59,1,2,1800,0,2,1,1,1,0,2,2,5,1,0,1,1,2,2
3,1,8,1028,85,1,2,1200,0,2,2,1,2,0,2,1,6,1,0,1,1,1,0
3,1,2,636,15,1,2,1300,3,3,1,1,2,12,3,2,6,1,0,1,1,1,0
3,15,76,264,57,1,3,9700,0,1,1,1,1,0,2,2,34,2,0,1,1,2,2
3,12,23,1100,20,1,2,1700,3,1,0,1,2,0,3,3,3,0,0,0,0,0,0
3,8,56,1286,50,1,2,4600,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,15,115,1178,38,1,2,5000,1,1,0,1,2,12,2,1,24,1,0,0,0,0,0
3,15,112,513,22,1,2,3680,3,4,1,2,2,0,2,1,27,2,0,1,1,2,2
3,15,13,143,24,1,6,5600,1,1,1,1,2,36,2,2,5,1,0,1,1,1,0
3,6,84,735,91,1,0,1000,0,2,2,1,0,0,0,1,14,2,0,1,1,2,0
3,3,139,1441,36,1,2,3300,0,1,0,1,2,0,2,2,6,1,0,1,1,1,0
3,2,113,1564,16,1,2,1050,3,3,1,1,2,12,3,2,11,1,1,0,0,0,0
3,1,2,747,20,1,2,2300,3,4,0,4,2,12,3,2,17,2,2,1,1,1,0
3,16,97,1403,38,1,2,6500,1,1,1,1,2,36,2,1,6,1,0,1,1,1,0
3,15,112,1326,28,1,2,5500,1,1,0,1,2,12,2,2,6,1,0,1,1,2,2
3,15,76,604,72,1,2,7500,1,1,2,1,2,24,2,3,28,2,0,1,1,2,2
